Label,x1,Time,rawLat,latDir,rawLong,longDir,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
$PUBX,00,144056.64,4218.27695,N,08300.29661,W,158.445,D3,0.46,0.73,45.063,155.20,-0.004,,0.68,1.01,0.63,17,0,0*5C
$PUBX,00,144056.70,4218.27661,N,08300.29641,W,158.467,D3,0.46,0.73,45.059,155.62,-0.021,,0.66,1.00,0.63,17,0,0*57
$PUBX,00,144056.75,4218.27628,N,08300.29619,W,158.418,D3,0.46,0.73,44.521,155.21,0.014,,0.66,1.00,0.63,17,0,0*7D
$PUBX,00,144056.81,4218.27594,N,08300.29597,W,158.412,D3,0.46,0.73,44.521,154.65,0.015,,0.66,1.00,0.63,17,0,0*7D
$PUBX,00,144056.86,4218.27560,N,08300.29575,W,158.400,D3,0.46,0.73,44.842,154.62,0.019,,0.66,1.00,0.63,17,0,0*7D
$PUBX,00,144056.92,4218.27527,N,08300.29554,W,158.406,D3,0.46,0.73,44.334,154.57,0.010,,0.66,1.00,0.63,17,0,0*7B
$PUBX,00,144056.98,4218.27494,N,08300.29530,W,158.394,D3,0.46,0.73,44.437,153.32,0.015,,0.66,1.00,0.63,17,0,0*73
$PUBX,00,144057.03,4218.27462,N,08300.29506,W,158.380,D3,0.46,0.73,44.326,152.73,0.027,,0.66,1.00,0.63,17,0,0*7B
$PUBX,00,144057.09,4218.27428,N,08300.29483,W,158.396,D3,0.46,0.73,44.634,153.01,0.017,,0.66,1.00,0.63,17,0,0*75
$PUBX,00,144057.14,4218.27394,N,08300.29460,W,158.385,D3,0.46,0.73,44.596,153.12,0.025,,0.66,1.00,0.63,17,0,0*7E
$PUBX,00,144057.26,4218.27327,N,08300.29415,W,158.336,D3,0.47,0.74,44.219,153.55,0.062,,0.68,1.01,0.63,17,0,0*74
$PUBX,00,144057.31,4218.27293,N,08300.29392,W,158.309,D3,0.47,0.74,44.709,153.44,0.080,,0.66,1.00,0.63,17,0,0*7F
$PUBX,00,144057.37,4218.27260,N,08300.29368,W,158.273,D3,0.47,0.74,44.553,153.07,0.103,,0.66,1.00,0.63,17,0,0*7C
$PUBX,00,144057.42,4218.27225,N,08300.29346,W,158.215,D3,0.47,0.74,44.598,153.69,0.145,,0.66,1.00,0.63,17,0,0*7E
$PUBX,00,144057.48,4218.27189,N,08300.29327,W,158.201,D3,0.47,0.74,45.030,155.50,0.149,,0.66,1.00,0.63,17,0,0*75
$PUBX,00,144057.54,4218.27153,N,08300.29307,W,158.176,D3,0.47,0.74,45.419,156.15,0.158,,0.66,1.00,0.63,17,0,0*73
$PUBX,00,144057.59,4218.27115,N,08300.29288,W,158.189,D3,0.47,0.74,46.044,157.15,0.135,,0.66,1.00,0.63,17,0,0*7F
$PUBX,00,144057.65,4218.27081,N,08300.29269,W,158.163,D3,0.47,0.74,45.347,157.61,0.144,,0.66,1.00,0.63,17,0,0*71
$PUBX,00,144057.70,4218.27047,N,08300.29248,W,158.070,D3,0.47,0.74,44.808,157.22,0.204,,0.66,1.00,0.63,17,0,0*7E
$PUBX,00,144057.76,4218.27012,N,08300.29227,W,158.039,D3,0.47,0.74,44.770,157.06,0.208,,0.66,1.00,0.63,17,0,0*76
$PUBX,00,144057.82,4218.26979,N,08300.29207,W,157.999,D3,0.47,0.74,44.214,156.74,0.217,,0.66,1.00,0.63,17,0,0*7B
$PUBX,00,144057.87,4218.26945,N,08300.29186,W,157.971,D3,0.47,0.74,43.998,156.20,0.215,,0.66,1.00,0.63,17,0,0*76
$PUBX,00,144057.93,4218.26911,N,08300.29163,W,157.923,D3,0.47,0.74,44.521,155.23,0.232,,0.66,1.00,0.63,17,0,0*72
$PUBX,00,144057.98,4218.26877,N,08300.29141,W,157.928,D3,0.47,0.74,44.674,154.93,0.213,,0.66,1.00,0.63,17,0,0*79
$PUBX,00,144058.04,4218.26842,N,08300.29119,W,157.934,D3,0.47,0.74,45.155,154.72,0.195,,0.66,1.00,0.63,17,0,0*72
$PUBX,00,144058.10,4218.26808,N,08300.29095,W,157.939,D3,0.47,0.74,45.389,153.98,0.173,,0.66,1.00,0.63,17,0,0*79
$PUBX,00,144058.15,4218.26773,N,08300.29074,W,157.925,D3,0.47,0.74,45.166,154.96,0.166,,0.66,1.00,0.63,17,0,0*73
$PUBX,00,144058.26,4218.26706,N,08300.29031,W,157.907,D3,0.47,0.74,44.335,154.36,0.159,,0.66,1.00,0.63,17,0,0*73
$PUBX,00,144058.32,4218.26671,N,08300.29007,W,157.897,D3,0.47,0.74,45.048,154.15,0.155,,0.66,1.00,0.63,17,0,0*7F
$PUBX,00,144058.38,4218.26635,N,08300.28985,W,157.925,D3,0.47,0.74,45.502,154.44,0.114,,0.68,1.02,0.65,17,0,0*7F
$PUBX,00,144058.43,4218.26601,N,08300.28961,W,157.898,D3,0.47,0.74,45.235,154.21,0.117,,0.68,1.02,0.65,17,0,0*7A
$PUBX,00,144058.49,4218.26566,N,08300.28940,W,157.863,D3,0.47,0.74,44.680,154.97,0.128,,0.68,1.02,0.65,17,0,0*7F
$PUBX,00,144058.54,4218.26532,N,08300.28918,W,157.866,D3,0.46,0.74,44.691,154.60,0.115,,0.68,1.02,0.65,17,0,0*7D
$PUBX,00,144058.60,4218.26498,N,08300.28895,W,157.884,D3,0.46,0.74,44.856,153.60,0.089,,0.68,1.02,0.65,17,0,0*75
$PUBX,00,144058.66,4218.26463,N,08300.28873,W,157.889,D3,0.46,0.74,44.838,154.22,0.072,,0.68,1.02,0.65,17,0,0*7F
$PUBX,00,144058.71,4218.26428,N,08300.28850,W,157.864,D3,0.46,0.74,44.974,154.32,0.079,,0.68,1.02,0.65,17,0,0*77
$PUBX,00,144058.77,4218.26392,N,08300.28830,W,157.842,D3,0.46,0.74,45.078,155.46,0.080,,0.68,1.02,0.65,17,0,0*75
$PUBX,00,144058.82,4218.26357,N,08300.28809,W,157.833,D3,0.46,0.74,45.166,156.02,0.069,,0.68,1.02,0.65,17,0,0*70
$PUBX,00,144058.88,4218.26321,N,08300.28788,W,157.805,D3,0.46,0.74,45.057,156.19,0.075,,0.71,1.04,0.68,17,0,0*7F
$PUBX,00,144058.94,4218.26285,N,08300.28766,W,157.763,D3,0.46,0.74,45.271,156.08,0.095,,0.71,1.04,0.68,17,0,0*7A
$PUBX,00,144058.99,4218.26251,N,08300.28745,W,157.782,D3,0.46,0.74,45.080,155.91,0.076,,0.68,1.02,0.65,17,0,0*71
$PUBX,00,144059.05,4218.26216,N,08300.28724,W,157.759,D3,0.46,0.74,44.840,155.74,0.090,,0.68,1.02,0.65,17,0,0*71
$PUBX,00,144059.10,4218.26182,N,08300.28703,W,157.787,D3,0.46,0.74,44.757,155.36,0.061,,0.68,1.02,0.65,17,0,0*7C
$PUBX,00,144059.16,4218.26149,N,08300.28683,W,157.801,D3,0.46,0.74,44.044,155.08,0.048,,0.68,1.02,0.65,17,0,0*76
$PUBX,00,144059.22,4218.26117,N,08300.28662,W,157.832,D3,0.46,0.74,43.389,154.64,0.022,,0.68,1.02,0.65,17,0,0*77
$PUBX,00,144059.27,4218.26083,N,08300.28641,W,157.839,D3,0.46,0.74,43.470,154.74,0.018,,0.68,1.02,0.65,17,0,0*7D
$PUBX,00,144059.33,4218.26051,N,08300.28621,W,157.873,D3,0.46,0.74,42.703,154.66,0.002,,0.68,1.02,0.65,17,0,0*71
$PUBX,00,144059.38,4218.26019,N,08300.28601,W,157.878,D3,0.46,0.74,42.256,154.67,0.001,,0.68,1.02,0.65,17,0,0*78
$PUBX,00,144059.44,4218.25988,N,08300.28582,W,157.896,D3,0.46,0.74,42.002,155.20,-0.004,,0.68,1.02,0.65,17,0,0*50
$PUBX,00,144059.50,4218.25955,N,08300.28560,W,157.936,D3,0.46,0.74,42.813,154.70,-0.027,,0.68,1.02,0.65,17,0,0*5F
$PUBX,00,144059.55,4218.25921,N,08300.28539,W,157.949,D3,0.46,0.74,43.125,154.72,-0.034,,0.68,1.02,0.65,17,0,0*50
$PUBX,00,144059.61,4218.25888,N,08300.28520,W,157.979,D3,0.46,0.74,43.322,155.50,-0.050,,0.68,1.02,0.65,17,0,0*58
$PUBX,00,144059.66,4218.25856,N,08300.28502,W,157.987,D3,0.46,0.74,42.611,156.04,-0.045,,0.68,1.02,0.65,17,0,0*5F
$PUBX,00,144059.72,4218.25824,N,08300.28481,W,157.970,D3,0.46,0.74,42.437,155.26,-0.026,,0.68,1.02,0.65,17,0,0*5D
$PUBX,00,144059.78,4218.25792,N,08300.28460,W,157.962,D3,0.46,0.74,42.593,155.05,-0.013,,0.68,1.02,0.65,17,0,0*51
$PUBX,00,144059.83,4218.25758,N,08300.28437,W,157.946,D3,0.46,0.74,43.548,154.56,0.007,,0.68,1.02,0.65,17,0,0*7F
$PUBX,00,144059.89,4218.25725,N,08300.28417,W,157.959,D3,0.46,0.74,43.234,154.47,0.001,,0.68,1.02,0.65,17,0,0*79
$PUBX,00,144059.94,4218.25693,N,08300.28398,W,157.983,D3,0.47,0.74,43.057,155.53,-0.011,,0.68,1.02,0.65,17,0,0*50
$PUBX,00,144100.00,4218.25659,N,08300.28377,W,157.994,D3,0.47,0.74,43.494,155.17,-0.018,,0.68,1.02,0.65,17,0,0*53
$PUBX,00,144100.06,4218.25626,N,08300.28356,W,158.028,D3,0.47,0.74,43.362,155.00,-0.041,,0.68,1.02,0.65,17,0,0*5B
$PUBX,00,144100.11,4218.25595,N,08300.28337,W,158.068,D3,0.47,0.74,42.816,154.98,-0.067,,0.68,1.02,0.65,17,0,0*58
$PUBX,00,144100.17,4218.25562,N,08300.28317,W,158.053,D3,0.47,0.74,43.104,155.58,-0.042,,0.68,1.02,0.65,17,0,0*5D
$PUBX,00,144100.22,4218.25530,N,08300.28296,W,158.088,D3,0.47,0.74,42.629,155.27,-0.056,,0.68,1.02,0.65,17,0,0*56
$PUBX,00,144100.28,4218.25499,N,08300.28276,W,158.159,D3,0.47,0.74,42.622,154.93,-0.097,,0.68,1.02,0.65,17,0,0*55
$PUBX,00,144100.34,4218.25467,N,08300.28256,W,158.167,D3,0.47,0.74,42.323,155.14,-0.087,,0.68,1.02,0.65,17,0,0*5D
$PUBX,00,144100.39,4218.25435,N,08300.28234,W,158.175,D3,0.47,0.74,42.599,154.92,-0.078,,0.68,1.02,0.65,17,0,0*58
$PUBX,00,144100.45,4218.25403,N,08300.28214,W,158.203,D3,0.47,0.74,42.267,154.66,-0.086,,0.68,1.02,0.65,17,0,0*5A
$PUBX,00,144100.50,4218.25372,N,08300.28193,W,158.245,D3,0.47,0.75,42.232,154.39,-0.105,,0.68,1.02,0.65,17,0,0*50
$PUBX,00,144100.56,4218.25340,N,08300.28174,W,158.274,D3,0.47,0.75,42.173,154.91,-0.111,,0.66,1.00,0.63,17,0,0*57
$PUBX,00,144100.62,4218.25309,N,08300.28155,W,158.266,D3,0.47,0.75,41.490,155.62,-0.093,,0.66,1.00,0.63,17,0,0*50
$PUBX,00,144100.67,4218.25277,N,08300.28136,W,158.262,D3,0.47,0.75,41.617,155.79,-0.084,,0.66,1.00,0.63,17,0,0*5D
$PUBX,00,144100.73,4218.25248,N,08300.28116,W,158.289,D3,0.47,0.75,40.485,154.50,-0.099,,0.69,1.09,0.65,17,0,0*5D
$PUBX,00,144100.78,4218.25217,N,08300.28097,W,158.336,D3,0.48,0.75,40.795,154.77,-0.123,,0.66,1.00,0.63,17,0,0*59
$PUBX,00,144100.84,4218.25186,N,08300.28076,W,158.307,D3,0.48,0.75,40.786,154.15,-0.089,,0.68,1.08,0.65,17,0,0*5B
$PUBX,00,144100.90,4218.25156,N,08300.28055,W,158.306,D3,0.48,0.75,40.659,153.57,-0.084,,0.66,1.00,0.63,17,0,0*5C
$PUBX,00,144100.95,4218.25126,N,08300.28037,W,158.383,D3,0.48,0.75,40.533,154.30,-0.129,,0.68,1.00,0.63,17,0,0*56
$PUBX,00,144101.01,4218.25095,N,08300.28019,W,158.375,D3,0.48,0.75,40.228,155.22,-0.113,,0.68,1.00,0.63,17,0,0*50
$PUBX,00,144101.06,4218.25065,N,08300.28000,W,158.371,D3,0.48,0.75,39.808,155.00,-0.101,,0.68,1.00,0.63,17,0,0*51
$PUBX,00,144101.12,4218.25036,N,08300.27981,W,158.319,D3,0.48,0.75,39.368,155.35,-0.060,,0.66,1.00,0.63,17,0,0*50
$PUBX,00,144101.18,4218.25004,N,08300.27962,W,158.318,D3,0.48,0.75,39.922,155.34,-0.054,,0.66,1.00,0.63,17,0,0*55
$PUBX,00,144101.23,4218.24973,N,08300.27943,W,158.312,D3,0.48,0.75,40.024,155.29,-0.040,,0.66,1.00,0.63,17,0,0*54
$PUBX,00,144101.29,4218.24942,N,08300.27924,W,158.342,D3,0.48,0.75,40.521,155.25,-0.055,,0.66,1.00,0.63,17,0,0*50
$PUBX,00,144101.34,4218.24911,N,08300.27902,W,158.315,D3,0.48,0.75,40.614,154.04,-0.034,,0.66,1.00,0.63,17,0,0*5C
$PUBX,00,144101.40,4218.24880,N,08300.27882,W,158.327,D3,0.48,0.75,40.686,154.30,-0.041,,0.66,1.00,0.63,17,0,0*50
$PUBX,00,144101.46,4218.24851,N,08300.27865,W,158.336,D3,0.48,0.75,39.580,154.79,-0.044,,0.66,1.00,0.63,17,0,0*50
$PUBX,00,144101.51,4218.24820,N,08300.27844,W,158.322,D3,0.48,0.76,40.108,154.16,-0.032,,0.66,1.00,0.63,17,0,0*57
$PUBX,00,144101.57,4218.24790,N,08300.27822,W,158.318,D3,0.48,0.76,40.222,153.36,-0.037,,0.66,1.00,0.63,17,0,0*57
$PUBX,00,144101.62,4218.24760,N,08300.27804,W,158.333,D3,0.48,0.76,39.779,153.83,-0.051,,0.66,1.00,0.63,17,0,0*58
$PUBX,00,144101.68,4218.24730,N,08300.27784,W,158.377,D3,0.48,0.76,40.110,153.60,-0.088,,0.66,1.00,0.63,17,0,0*5E
$PUBX,00,144101.74,4218.24702,N,08300.27765,W,158.305,D3,0.48,0.76,38.887,153.85,-0.036,,0.66,1.00,0.63,17,0,0*5E
$PUBX,00,144101.79,4218.24673,N,08300.27746,W,158.342,D3,0.48,0.76,38.545,153.76,-0.062,,0.66,1.00,0.63,17,0,0*58
$PUBX,00,144101.85,4218.24645,N,08300.27723,W,158.390,D3,0.49,0.76,38.887,151.88,-0.090,,0.66,1.00,0.63,17,0,0*5E
$PUBX,00,144101.90,4218.24612,N,08300.27703,W,158.470,D3,0.49,0.76,40.070,152.76,-0.138,,0.66,1.00,0.63,17,0,0*5D
$PUBX,00,144101.96,4218.24582,N,08300.27686,W,158.517,D3,0.49,0.76,39.781,153.77,-0.162,,0.66,1.00,0.63,17,0,0*55
$PUBX,00,144102.02,4218.24553,N,08300.27668,W,158.518,D3,0.49,0.76,39.199,154.44,-0.155,,0.66,1.00,0.63,17,0,0*54
$PUBX,00,144102.07,4218.24526,N,08300.27650,W,158.471,D3,0.49,0.76,38.175,154.18,-0.115,,0.66,1.00,0.63,17,0,0*58
$PUBX,00,144102.13,4218.24496,N,08300.27630,W,158.373,D3,0.49,0.76,38.333,154.47,-0.044,,0.67,1.00,0.63,17,0,0*5A
$PUBX,00,144102.24,4218.24440,N,08300.27597,W,158.375,D3,0.49,0.76,37.060,155.47,-0.039,,0.66,1.00,0.63,17,0,0*5D
$PUBX,00,144102.30,4218.24410,N,08300.27580,W,158.377,D3,0.49,0.77,37.439,156.13,-0.038,,0.66,1.00,0.63,17,0,0*53
$PUBX,00,144102.35,4218.24382,N,08300.27560,W,158.381,D3,0.49,0.77,37.511,154.85,-0.043,,0.68,1.00,0.63,17,0,0*59
$PUBX,00,144102.41,4218.24353,N,08300.27538,W,158.361,D3,0.49,0.77,38.040,153.77,-0.031,,0.68,1.00,0.63,17,0,0*54
$PUBX,00,144102.46,4218.24326,N,08300.27522,W,158.383,D3,0.50,0.77,37.248,154.74,-0.050,,0.68,1.00,0.63,17,0,0*58
$PUBX,00,144102.52,4218.24296,N,08300.27504,W,158.359,D3,0.50,0.77,37.655,155.32,-0.042,,0.66,1.00,0.63,17,0,0*52
$PUBX,00,144102.58,4218.24268,N,08300.27485,W,158.359,D3,0.50,0.77,37.621,154.51,-0.041,,0.68,1.00,0.63,17,0,0*5B
$PUBX,00,144102.63,4218.24241,N,08300.27467,W,158.373,D3,0.50,0.77,37.342,154.72,-0.047,,0.68,1.00,0.63,17,0,0*5B
$PUBX,00,144102.69,4218.24213,N,08300.27447,W,158.328,D3,0.50,0.77,37.247,153.85,-0.023,,0.66,1.00,0.63,17,0,0*5D
$PUBX,00,144102.74,4218.24185,N,08300.27429,W,158.326,D3,0.50,0.77,36.811,154.27,-0.024,,0.66,1.00,0.63,17,0,0*5B
$PUBX,00,144102.80,4218.24158,N,08300.27412,W,158.330,D3,0.50,0.77,36.303,154.55,-0.025,,0.68,1.02,0.65,17,0,0*59
$PUBX,00,144102.86,4218.24130,N,08300.27396,W,158.345,D3,0.50,0.77,36.471,155.24,-0.030,,0.68,1.02,0.65,17,0,0*59
$PUBX,00,144102.91,4218.24101,N,08300.27378,W,158.323,D3,0.50,0.77,36.741,155.12,-0.016,,0.68,1.02,0.65,17,0,0*5C
$PUBX,00,144102.97,4218.24072,N,08300.27359,W,158.322,D3,0.50,0.77,36.981,154.47,-0.017,,0.68,1.02,0.65,17,0,0*5F
$PUBX,00,144103.02,4218.24045,N,08300.27342,W,158.339,D3,0.50,0.77,36.490,154.26,-0.028,,0.68,1.02,0.65,17,0,0*50
$PUBX,00,144103.08,4218.24018,N,08300.27325,W,158.352,D3,0.50,0.77,35.982,154.22,-0.036,,0.68,1.02,0.65,17,0,0*58
$PUBX,00,144103.14,4218.23990,N,08300.27309,W,158.367,D3,0.50,0.77,35.711,155.16,-0.041,,0.68,1.02,0.65,17,0,0*51
$PUBX,00,144103.19,4218.23964,N,08300.27293,W,158.352,D3,0.50,0.77,35.115,154.98,-0.019,,0.68,1.02,0.65,17,0,0*5B
$PUBX,00,144103.25,4218.23938,N,08300.27275,W,158.354,D3,0.50,0.76,34.844,154.20,-0.013,,0.68,1.02,0.65,17,0,0*57
$PUBX,00,144103.30,4218.23912,N,08300.27260,W,158.373,D3,0.50,0.76,34.568,154.83,-0.020,,0.68,1.02,0.65,17,0,0*50
$PUBX,00,144103.36,4218.23885,N,08300.27243,W,158.369,D3,0.50,0.76,34.487,154.63,-0.002,,0.68,1.02,0.65,17,0,0*5D
$PUBX,00,144103.42,4218.23859,N,08300.27226,W,158.389,D3,0.50,0.76,34.569,153.68,0.004,,0.68,1.02,0.65,17,0,0*74
$PUBX,00,144103.47,4218.23832,N,08300.27211,W,158.420,D3,0.50,0.76,34.442,155.21,-0.004,,0.68,1.02,0.65,17,0,0*52
$PUBX,00,144103.53,4218.23806,N,08300.27196,W,158.424,D3,0.50,0.76,34.203,155.25,0.008,,0.68,1.02,0.65,17,0,0*7E
$PUBX,00,144103.58,4218.23781,N,08300.27180,W,158.433,D3,0.50,0.76,33.529,155.04,0.010,,0.68,1.02,0.65,17,0,0*76
$PUBX,00,144103.64,4218.23756,N,08300.27164,W,158.460,D3,0.50,0.76,33.277,154.11,-0.003,,0.68,1.02,0.65,17,0,0*59
$PUBX,00,144103.70,4218.23731,N,08300.27149,W,158.462,D3,0.50,0.76,33.208,155.02,0.005,,0.70,1.02,0.66,17,0,0*7A
$PUBX,00,144103.75,4218.23705,N,08300.27134,W,158.459,D3,0.50,0.76,33.080,155.34,0.005,,0.68,1.02,0.65,17,0,0*77
$PUBX,00,144103.81,4218.23680,N,08300.27117,W,158.450,D3,0.50,0.76,33.028,154.68,0.006,,0.68,1.02,0.65,17,0,0*71
$PUBX,00,144103.86,4218.23657,N,08300.27100,W,158.447,D3,0.50,0.76,32.433,154.28,-0.004,,0.70,1.02,0.65,17,0,0*51
$PUBX,00,144103.92,4218.23632,N,08300.27084,W,158.436,D3,0.50,0.76,32.405,154.70,-0.019,,0.68,1.02,0.65,17,0,0*51
$PUBX,00,144103.98,4218.23608,N,08300.27067,W,158.406,D3,0.50,0.76,32.404,153.80,-0.015,,0.70,1.02,0.65,17,0,0*50
$PUBX,00,144104.03,4218.23584,N,08300.27051,W,158.344,D3,0.50,0.76,31.899,154.27,0.014,,0.70,1.02,0.65,17,0,0*7B
$PUBX,00,144104.09,4218.23562,N,08300.27036,W,158.325,D3,0.50,0.76,31.051,154.24,0.021,,0.68,1.02,0.65,17,0,0*7F
$PUBX,00,144104.14,4218.23537,N,08300.27022,W,158.283,D3,0.50,0.76,31.352,155.28,0.043,,0.68,1.02,0.65,17,0,0*72
$PUBX,00,144104.20,4218.23513,N,08300.27009,W,158.301,D3,0.50,0.76,31.236,156.69,0.020,,0.68,1.02,0.65,17,0,0*71
$PUBX,00,144104.26,4218.23489,N,08300.26993,W,158.253,D3,0.50,0.76,30.889,155.33,0.040,,0.68,1.02,0.65,17,0,0*7D
$PUBX,00,144104.31,4218.23467,N,08300.26978,W,158.220,D3,0.50,0.76,30.248,155.04,0.049,,0.68,1.02,0.65,17,0,0*70
$PUBX,00,144104.37,4218.23443,N,08300.26964,W,158.205,D3,0.50,0.76,30.340,155.52,0.043,,0.68,1.02,0.65,17,0,0*7A
$PUBX,00,144104.42,4218.23420,N,08300.26951,W,158.189,D3,0.50,0.76,29.783,155.37,0.049,,0.68,1.02,0.65,17,0,0*76
$PUBX,00,144104.48,4218.23398,N,08300.26937,W,158.203,D3,0.50,0.76,29.302,155.04,0.029,,0.68,1.02,0.65,17,0,0*72
$PUBX,00,144104.54,4218.23375,N,08300.26923,W,158.182,D3,0.50,0.76,29.446,155.69,0.025,,0.68,1.02,0.65,17,0,0*73
$PUBX,00,144104.59,4218.23353,N,08300.26908,W,158.157,D3,0.50,0.76,28.940,155.23,0.018,,0.68,1.02,0.65,17,0,0*71
$PUBX,00,144104.65,4218.23331,N,08300.26892,W,158.129,D3,0.50,0.76,28.293,154.64,0.016,,0.68,1.02,0.65,17,0,0*78
$PUBX,00,144104.70,4218.23310,N,08300.26878,W,158.116,D3,0.50,0.76,28.031,154.67,-0.002,,0.68,1.02,0.65,17,0,0*56
$PUBX,00,144104.76,4218.23287,N,08300.26864,W,158.080,D3,0.50,0.76,28.074,155.54,0.005,,0.68,1.02,0.65,17,0,0*76
$PUBX,00,144104.82,4218.23266,N,08300.26851,W,158.071,D3,0.50,0.76,27.530,156.04,-0.009,,0.68,1.02,0.65,17,0,0*57
$PUBX,00,144104.87,4218.23245,N,08300.26838,W,158.019,D3,0.50,0.76,27.147,156.57,0.011,,0.68,1.02,0.65,17,0,0*74
$PUBX,00,144104.93,4218.23224,N,08300.26825,W,158.009,D3,0.49,0.75,26.834,156.63,0.003,,0.68,1.02,0.65,17,0,0*78
$PUBX,00,144104.98,4218.23204,N,08300.26811,W,158.019,D3,0.49,0.75,27.001,155.99,-0.005,,0.68,1.02,0.65,17,0,0*55
$PUBX,00,144105.04,4218.23183,N,08300.26799,W,158.015,D3,0.49,0.75,26.343,156.66,-0.003,,0.68,1.02,0.65,17,0,0*5F
$PUBX,00,144105.10,4218.23163,N,08300.26787,W,157.991,D3,0.49,0.75,25.459,157.14,0.017,,0.68,1.02,0.65,17,0,0*72
$PUBX,00,144105.15,4218.23144,N,08300.26776,W,158.017,D3,0.49,0.75,25.172,156.92,0.003,,0.68,1.02,0.65,17,0,0*72
$PUBX,00,144105.21,4218.23123,N,08300.26764,W,157.987,D3,0.49,0.75,25.312,156.90,0.021,,0.68,1.02,0.65,17,0,0*7E
$PUBX,00,144105.26,4218.23104,N,08300.26753,W,158.024,D3,0.49,0.75,24.879,156.47,0.001,,0.68,1.02,0.65,17,0,0*78
$PUBX,00,144105.32,4218.23086,N,08300.26743,W,158.060,D3,0.49,0.75,24.089,156.48,-0.005,,0.68,1.02,0.65,17,0,0*56
$PUBX,00,144105.38,4218.23067,N,08300.26734,W,158.094,D3,0.49,0.75,23.852,156.98,-0.016,,0.68,1.02,0.65,17,0,0*5E
$PUBX,00,144105.43,4218.23049,N,08300.26723,W,158.105,D3,0.49,0.75,23.670,156.63,-0.010,,0.68,1.02,0.65,17,0,0*5D
$PUBX,00,144105.49,4218.23030,N,08300.26714,W,158.120,D3,0.49,0.75,23.485,157.26,-0.008,,0.68,1.02,0.65,17,0,0*5B
$PUBX,00,144105.54,4218.23013,N,08300.26704,W,158.163,D3,0.49,0.75,22.622,156.83,-0.037,,0.68,1.02,0.65,17,0,0*5C
$PUBX,00,144105.60,4218.22997,N,08300.26694,W,158.167,D3,0.49,0.74,22.103,156.16,-0.034,,0.68,1.02,0.65,17,0,0*59
$PUBX,00,144105.66,4218.22980,N,08300.26684,W,158.178,D3,0.49,0.74,21.906,156.34,-0.041,,0.68,1.02,0.65,17,0,0*5A
$PUBX,00,144105.71,4218.22964,N,08300.26673,W,158.149,D3,0.49,0.74,21.470,155.81,-0.028,,0.68,1.02,0.65,17,0,0*52
$PUBX,00,144105.77,4218.22947,N,08300.26663,W,158.144,D3,0.48,0.74,21.167,155.82,-0.039,,0.68,1.02,0.65,17,0,0*58
$PUBX,00,144105.82,4218.22932,N,08300.26653,W,158.158,D3,0.48,0.74,20.819,155.82,-0.054,,0.68,1.02,0.65,17,0,0*54
$PUBX,00,144105.88,4218.22916,N,08300.26644,W,158.168,D3,0.48,0.74,20.400,156.21,-0.070,,0.68,1.02,0.65,17,0,0*55
$PUBX,00,144105.94,4218.22900,N,08300.26637,W,158.131,D3,0.48,0.74,19.871,157.38,-0.051,,0.68,1.02,0.65,17,0,0*5D
$PUBX,00,144105.99,4218.22884,N,08300.26630,W,158.118,D3,0.48,0.74,19.524,159.20,-0.051,,0.68,1.02,0.65,17,0,0*5B
$PUBX,00,144106.05,4218.22869,N,08300.26623,W,158.097,D3,0.48,0.74,19.055,160.00,-0.041,,0.68,1.02,0.65,17,0,0*50
$PUBX,00,144106.10,4218.22854,N,08300.26616,W,158.090,D3,0.48,0.74,18.817,160.23,-0.042,,0.68,1.02,0.65,17,0,0*56
$PUBX,00,144106.16,4218.22838,N,08300.26611,W,158.101,D3,0.48,0.74,18.830,162.06,-0.063,,0.68,1.02,0.65,17,0,0*57
$PUBX,00,144106.22,4218.22823,N,08300.26605,W,158.062,D3,0.48,0.74,18.423,163.52,-0.044,,0.68,1.02,0.65,17,0,0*50
$PUBX,00,144106.27,4218.22809,N,08300.26599,W,158.013,D3,0.48,0.74,17.625,163.75,-0.022,,0.68,1.02,0.65,17,0,0*53
$PUBX,00,144106.33,4218.22794,N,08300.26592,W,157.980,D3,0.48,0.74,17.298,162.99,-0.013,,0.68,1.02,0.65,17,0,0*59
$PUBX,00,144106.38,4218.22780,N,08300.26587,W,157.980,D3,0.48,0.74,17.129,163.63,-0.028,,0.68,1.02,0.65,17,0,0*56
$PUBX,00,144106.44,4218.22765,N,08300.26581,W,157.981,D3,0.48,0.74,16.981,164.03,-0.040,,0.68,1.02,0.65,17,0,0*55
$PUBX,00,144106.50,4218.22752,N,08300.26576,W,157.966,D3,0.48,0.74,16.686,164.16,-0.026,,0.68,1.02,0.65,17,0,0*59
$PUBX,00,144106.55,4218.22739,N,08300.26571,W,157.954,D3,0.48,0.74,16.108,164.05,-0.015,,0.68,1.02,0.65,17,0,0*54
$PUBX,00,144106.61,4218.22726,N,08300.26566,W,157.962,D3,0.48,0.74,16.026,163.73,-0.020,,0.71,1.07,0.70,17,0,0*5A
$PUBX,00,144106.66,4218.22713,N,08300.26561,W,157.947,D3,0.48,0.74,15.498,163.60,-0.006,,0.68,1.02,0.65,17,0,0*56
$PUBX,00,144106.72,4218.22701,N,08300.26558,W,157.910,D3,0.48,0.74,15.081,164.78,0.020,,0.68,1.02,0.65,17,0,0*73
