time,rw,rx,ry,rz,ax,ay,az,gx,gy,gz,GPSTime,lat,latDir,long,longDir,gpsSpeed,gpsCount
78448614.0,0.06,-0.04,-0.1,-0.99,-0.5,0.63,0.09,-0.62,-1.94,0.0,2434.9,0.0,N,0.0,E,0.0,0.0
78472364.0,0.06,-0.04,-0.1,-0.99,-0.24,1.07,-0.97,-0.94,-2.06,0.0,2434.9,0.0,N,0.0,E,0.0,0.0
78499554.0,0.06,-0.04,-0.1,-0.99,-0.24,1.07,-0.97,-0.94,-2.06,0.0,2435.0,0.0,N,0.0,E,0.0,0.0
78522830.0,0.06,-0.04,-0.1,-0.99,-0.43,0.78,-1.11,-0.69,-2.06,0.0,2435.0,0.0,N,0.0,E,0.0,0.0
78549243.0,0.06,-0.04,-0.1,-0.99,-0.71,0.43,0.36,-0.44,-3.0,0.0,2435.0,0.0,N,0.0,E,0.0,0.0
78573059.0,0.06,-0.04,-0.1,-0.99,0.42,0.68,-0.79,-1.06,-2.56,0.0,2435.0,0.0,N,0.0,E,0.0,0.0
78598799.0,0.06,-0.04,-0.1,-0.99,0.42,0.68,-0.79,-1.06,-2.56,0.0,2435.1,0.0,N,0.0,E,0.0,0.0
78622478.0,0.06,-0.04,-0.1,-0.99,0.0,-0.02,-0.72,-0.44,-0.62,-0.5,2435.1,0.0,N,0.0,E,0.0,0.0
78649438.0,0.06,-0.04,-0.1,-0.99,0.84,1.43,-0.86,0.44,-0.31,-0.88,2435.1,0.0,N,0.0,E,0.0,0.0
78673240.0,0.05,-0.04,-0.1,-0.99,-0.01,0.21,-0.35,0.25,0.44,-0.81,2435.1,0.0,N,0.0,E,0.0,0.0
78699621.0,0.05,-0.04,-0.1,-0.99,-0.01,0.21,-0.35,0.25,0.44,-0.81,2435.2,0.0,N,0.0,E,0.0,0.0
78723393.0,0.05,-0.04,-0.1,-0.99,-0.55,1.13,-0.43,0.81,-0.37,-1.06,2435.2,0.0,N,0.0,E,0.0,0.0
78751606.0,0.05,-0.04,-0.1,-0.99,-0.36,1.02,0.2,0.88,-1.44,-0.81,2435.2,0.0,N,0.0,E,0.0,0.0
78779996.0,0.05,-0.04,-0.1,-0.99,-0.34,0.96,-0.45,1.06,-1.62,-0.94,2435.2,0.0,N,0.0,E,0.0,0.0
78799810.0,0.05,-0.04,-0.1,-0.99,-0.34,0.96,-0.45,1.06,-1.62,-0.94,2435.3,0.0,N,0.0,E,0.0,0.0
78824111.0,0.05,-0.04,-0.1,-0.99,-0.2,0.84,-0.74,0.88,-0.69,-1.31,2435.3,0.0,N,0.0,E,0.0,0.0
78850053.0,0.05,-0.04,-0.1,-0.99,-0.17,1.14,-0.66,0.69,-0.19,-1.31,2435.3,0.0,N,0.0,E,0.0,0.0
78874736.0,0.05,-0.04,-0.1,-0.99,-0.14,1.0,-0.43,0.62,0.06,-1.31,2435.3,0.0,N,0.0,E,0.0,0.0
78903460.0,0.05,-0.04,-0.1,-0.99,-0.14,1.0,-0.43,0.62,0.06,-1.31,2435.4,0.0,N,0.0,E,0.0,0.0
78926928.0,0.05,-0.04,-0.11,-0.99,-0.35,0.96,-0.62,0.25,-0.37,-1.44,2435.4,0.0,N,0.0,E,0.0,0.0
78953438.0,0.05,-0.04,-0.11,-0.99,-0.49,0.86,0.09,-0.13,-0.81,-1.44,2435.4,0.0,N,0.0,E,0.0,0.0
78981474.0,0.05,-0.04,-0.11,-0.99,-0.14,0.65,-0.03,0.0,-1.19,-1.31,2435.4,0.0,N,0.0,E,0.0,0.0
79001503.0,0.05,-0.04,-0.11,-0.99,-0.14,0.65,-0.03,0.0,-1.19,-1.31,2435.5,0.0,N,0.0,E,0.0,0.0
79025968.0,0.05,-0.04,-0.11,-0.99,-0.47,1.0,0.12,-0.25,-1.25,-1.25,2435.5,0.0,N,0.0,E,0.0,0.0
79054466.0,0.05,-0.04,-0.11,-0.99,0.06,0.87,-1.32,-0.19,-1.06,-1.25,2435.5,0.0,N,0.0,E,0.0,0.0
79082123.0,0.05,-0.04,-0.11,-0.99,-0.74,0.51,-0.78,-0.13,-1.0,-1.12,2435.5,0.0,N,0.0,E,0.0,0.0
79102166.0,0.05,-0.04,-0.11,-0.99,-0.74,0.51,-0.78,-0.13,-1.0,-1.12,2435.6,0.0,N,0.0,E,0.0,0.0
79126968.0,0.05,-0.04,-0.11,-0.99,-0.47,0.9,-0.5,0.25,-1.06,-1.31,2435.6,0.0,N,0.0,E,0.0,0.0
79154090.0,0.05,-0.04,-0.11,-0.99,-1.02,0.98,0.62,0.44,-1.44,-1.25,2435.6,0.0,N,0.0,E,0.0,0.0
79178516.0,0.05,-0.04,-0.11,-0.99,-0.42,1.41,-0.92,0.5,-2.19,-1.31,2435.6,0.0,N,0.0,E,0.0,0.0
79198774.0,0.05,-0.04,-0.11,-0.99,-0.42,1.41,-0.92,0.5,-2.19,-1.31,2435.7,0.0,N,0.0,E,0.0,0.0
79226713.0,0.05,-0.05,-0.11,-0.99,-0.26,1.42,-1.2,0.56,-2.0,-1.19,2435.7,0.0,N,0.0,E,0.0,0.0
79257020.0,0.05,-0.05,-0.11,-0.99,-0.24,0.48,0.04,0.25,-1.44,-1.25,2435.7,0.0,N,0.0,E,0.0,0.0
79285001.0,0.05,-0.05,-0.11,-0.99,-0.14,0.81,-0.73,0.19,-1.37,-1.37,2435.7,0.0,N,0.0,E,0.0,0.0
79304841.0,0.05,-0.05,-0.11,-0.99,-0.14,0.81,-0.73,0.19,-1.37,-1.37,2435.8,0.0,N,0.0,E,0.0,0.0
79329254.0,0.05,-0.05,-0.11,-0.99,0.07,1.21,-0.73,0.13,-1.0,-1.5,2435.8,0.0,N,0.0,E,0.0,0.0
79355903.0,0.05,-0.04,-0.11,-0.99,-0.31,0.89,-0.12,0.19,-0.81,-1.56,2435.8,0.0,N,0.0,E,0.0,0.0
79391746.0,0.05,-0.05,-0.11,-0.99,0.0,1.12,-0.36,-1.0,-1.19,-1.44,2435.8,0.0,N,0.0,E,0.0,0.0
79411433.0,0.05,-0.05,-0.11,-0.99,0.0,1.12,-0.36,-1.0,-1.19,-1.44,2435.9,0.0,N,0.0,E,0.0,0.0
79434595.0,0.05,-0.04,-0.11,-0.99,-0.6,1.94,-0.37,-1.06,-0.56,-1.31,2435.9,0.0,N,0.0,E,0.0,0.0
79459982.0,0.04,-0.05,-0.11,-0.99,-0.63,0.55,-0.39,-1.12,-1.0,-1.25,2435.9,0.0,N,0.0,E,0.0,0.0
79483674.0,0.04,-0.05,-0.11,-0.99,-0.32,1.18,-0.2,-1.62,-1.37,-1.19,2435.9,0.0,N,0.0,E,0.0,0.0
79503441.0,0.04,-0.05,-0.11,-0.99,-0.32,1.18,-0.2,-1.62,-1.37,-1.19,2436.0,0.0,N,0.0,E,0.0,0.0
79532547.0,0.04,-0.05,-0.11,-0.99,-0.82,0.67,-0.68,-1.44,-1.56,-1.12,2436.0,0.0,N,0.0,E,0.0,0.0
79561379.0,0.04,-0.05,-0.11,-0.99,-0.42,0.95,-0.64,-1.69,-1.44,-1.06,2436.0,0.0,N,0.0,E,0.0,0.0
79587858.0,0.04,-0.05,-0.11,-0.99,-0.56,0.74,0.06,-1.5,-1.62,-1.06,2436.0,0.0,N,0.0,E,0.0,0.0
79607816.0,0.04,-0.05,-0.11,-0.99,-0.56,0.74,0.06,-1.5,-1.62,-1.06,2436.1,0.0,N,0.0,E,0.0,0.0
79632533.0,0.04,-0.05,-0.11,-0.99,0.04,0.0,-0.57,-1.19,-1.06,-1.06,2436.1,0.0,N,0.0,E,0.0,0.0
79662312.0,0.04,-0.05,-0.11,-0.99,-0.09,1.15,-0.27,-0.88,-1.5,-1.25,2436.1,0.0,N,0.0,E,0.0,0.0
79689494.0,0.04,-0.05,-0.11,-0.99,-0.53,0.48,-0.55,-0.88,-1.94,-0.88,2436.1,0.0,N,0.0,E,0.0,0.0
79709353.0,0.04,-0.05,-0.11,-0.99,-0.53,0.48,-0.55,-0.88,-1.94,-0.88,2436.2,0.0,N,0.0,E,0.0,0.0
79733792.0,0.04,-0.05,-0.11,-0.99,0.46,-0.64,-1.92,-0.19,-1.62,-1.12,2436.2,0.0,N,0.0,E,0.0,0.0
79763313.0,0.04,-0.05,-0.11,-0.99,1.74,-1.97,-4.87,2.12,2.69,-2.19,2436.2,0.0,N,0.0,E,0.0,0.0
79787263.0,0.04,-0.05,-0.11,-0.99,1.22,-0.17,-3.28,3.12,4.69,-2.06,2436.2,0.0,N,0.0,E,0.0,0.0
79807123.0,0.04,-0.05,-0.11,-0.99,1.22,-0.17,-3.28,3.12,4.69,-2.06,2436.3,0.0,N,0.0,E,0.0,0.0
79834266.0,0.04,-0.04,-0.12,-0.99,-0.91,0.94,0.26,5.25,5.37,-3.0,2436.3,0.0,N,0.0,E,0.0,0.0
79864325.0,0.04,-0.04,-0.12,-0.99,-1.71,2.05,-0.57,4.37,0.75,-1.94,2436.3,0.0,N,0.0,E,0.0,0.0
79892592.0,0.04,-0.04,-0.12,-0.99,-2.1,-0.79,-0.12,1.75,-4.25,-0.25,2436.3,0.0,N,0.0,E,0.0,0.0
79912418.0,0.04,-0.04,-0.12,-0.99,-2.1,-0.79,-0.12,1.75,-4.25,-0.25,2436.4,0.0,N,0.0,E,0.0,0.0
79936453.0,0.04,-0.05,-0.12,-0.99,-0.08,2.19,0.6,2.06,-5.12,-0.44,2436.4,0.0,N,0.0,E,0.0,0.0
79963281.0,0.04,-0.05,-0.12,-0.99,-0.39,1.47,-0.23,1.31,-4.31,-0.31,2436.4,0.0,N,0.0,E,0.0,0.0
79991547.0,0.04,-0.05,-0.12,-0.99,0.17,0.96,-0.8,0.31,-3.25,-0.25,2436.4,0.0,N,0.0,E,0.0,0.0
,,,,,,,,,,,,,PreparedByOpenViewer,,,,
